"vehicleType",batteryVoltage,engineCoolantTemperature,engineSpeed,lateralGForce,longitudeGForce,speed,verticalGForce
"2011 Ford Mustang GT500","14.07",81,3270,"1.0","0.95",54,"-2.0"
"2013 Audi RS5","14.337",19,5690,"0.67","0.66",64,"0.78"
"2011 Ferrari 458","13.92",85,3646,"1.04","0.63",35,"-0.07"
"2011 Ferrari 458","13.876",84,1583,"0.96","0.02",14,"-0.04"
"2011 Ford Mustang GT500","14.07",81,3272,"0.84","0.41",54,"-2.0"
"2014 Chevrolet Corvette","14.656",103,3659,"0.41","0.52",83,"-0.17"
"2015 Porsche GT3","13.972",85,3447,"0.04","0.27",60,"-2.0"
"2008 BMW M3","13.839",82,5133,"-0.27","-1.05",62,"0.2"
"2011 Ford Mustang GT500","14.07",81,3081,"0.92","-0.61",50,"-2.0"
"2013 Audi RS5","14.358",12,5802,"0.78","-0.73",64,"0.67"
"2011 Ford Mustang GT500","14.064",81,3224,"0.93","-0.54",52,"-2.0"
"2014 Chevrolet Corvette","14.796",105,4549,"0.39","-0.75",73,"-0.17"
"2008 BMW M3","13.849",88,6071,"0.3","-0.98",74,"0.56"
"2011 Ford Mustang GT500","13.688",92,3608,"0.85","0.05",78,"-2.0"
"2015 Porsche GT3","13.959",90,4585,"-0.75","-0.7",37,"-2.0"
"2013 Audi RS5","14.358",12,6372,"0.61","-0.41",71,"0.59"
"2013 Audi RS5","13.757",,4631,"0.07","-0.11",56,"1.29"
"2013 Audi RS5","14.358",12,6437,"0.64","0.02",72,"0.85"
"2011 Ford Mustang GT500","14.064",81,3806,"0.99","0.04",62,"-2.0"
"2013 Audi RS5","13.923",24,4935,"0.64","0.02",55,"0.7"
"2011 Ford Mustang GT500","14.064",81,2642,"0.82","-0.02",56,"-2.0"
"2013 Audi RS5","14.082",90,6660,"0.85","-0.25",73,"0.45"
"2011 Ford Mustang GT500","14.064",81,2642,"0.89","-0.66",42,"-2.0"
"2013 Audi RS5","14.308",95,6538,"0.73","0.48",73,"0.86"
"2011 Ford Mustang GT500","13.75",92,4327,"1.22","0.26",93,"-2.0"
"2011 Ford Mustang GT500","14.011",81,2331,"0.81","-0.88",38,"-2.0"
"2014 Chevrolet Corvette","14.431",100,2592,"0.36","0.04",41,"-0.17"
"2011 Ford Mustang GT500","14.011",81,2329,"0.79","-0.73",38,"-2.0"
"2013 Audi RS5","13.917",1,6294,"0.81","-0.11",94,"0.62"
"2015 Porsche GT3","14.218",90,5978,"0.7","0.08",90,"-2.0"
"2008 BMW M3","13.833",82,3158,"0.19","-1.03",52,"-0.31"
"2011 Ford Mustang GT500","14.011",81,3175,"0.9","-0.24",54,"-2.0"
"2013 Audi RS5","14.308",95,6690,"0.58","0.34",75,"0.76"
"2011 Ford Mustang GT500","14.011",81,3725,"1.16","-0.16",62,"-2.0"
"2015 Porsche GT3","14.079",85,2774,"-0.04","0.02",14,"-2.0"
"2011 Ford Mustang GT500","14.011",81,4045,"1.14","-0.41",67,"-2.0"
"2013 Audi RS5","14.376",2,6231,"0.53","-0.02",69,"0.84"
"2013 Audi RS5","13.96",95,6970,"0.93","0.77",78,"0.7"
"2013 Audi RS5","14.376",2,6063,"0.61","-0.62",67,"0.9"
"2013 Audi RS5","13.967",3,7142,"0.93","-0.51",55,"0.44"
"2013 Audi RS5","14.376",2,6107,"0.63","-0.86",68,"0.68"
"2013 Audi RS5","14.376",2,6198,"0.73","-0.67",69,"0.71"
"2015 Porsche GT3","13.909",91,5321,"-0.89","-0.42",78,"-2.0"
"2011 Ford Mustang GT500","13.894",108,4571,"0.97","-0.44",55,"-2.0"
"2013 Audi RS5","14.376",2,7125,"0.88","-0.42",80,"0.57"
"2011 Ford Mustang GT500","14.034",82,4069,"0.85","-0.57",67,"-2.0"
"2014 Chevrolet Corvette","14.637",105,3848,"0.18","0.31",76,"-0.17"
"2014 Chevrolet Corvette","14.532",106,3174,"0.03","-0.87",34,"-0.17"
"2011 Ferrari 458","14.041",87,5422,"0.88","0.6",66,"0.03"
"2011 Ford Mustang GT500","14.034",82,4589,"1.32","-0.57",76,"-2.0"
"2011 Ford Mustang GT500","14.034",82,4764,"0.91","-0.1",78,"-2.0"
"2011 Ford Mustang GT500","13.879",93,3903,"1.15","-0.71",45,"-2.0"
"2013 Audi RS5","14.312",42,5345,"0.52","-0.05",79,"0.77"
"2011 Ferrari 458","13.88",84,1398,"1.0","0.01",26,"-0.08"
"2013 Audi RS5","14.254","-7",940,"0.63","0.02",1,"0.79"
"2014 Chevrolet Corvette","14.621",105,4022,"0.39","-0.01",64,"-0.17"
"2014 Chevrolet Corvette","14.61",102,2180,"0.55","0.05",16,"-0.17"
"2014 Chevrolet Corvette","14.521",107,3959,"0.4","0.41",91,"-0.17"
"2014 Chevrolet Corvette","14.621",105,4326,"0.44","-0.75",70,"-0.17"
"2013 Audi RS5","14.312",42,5210,"0.21","-0.02",60,"0.98"
"2015 Porsche GT3","13.96",90,5639,"0.9","0.73",80,"-2.0"
"2013 Audi RS5","13.792",,4932,"0.74","0.76",54,"0.77"
"2008 BMW M3","13.832",83,4011,"0.1","-0.92",49,"-0.35"
"2014 Chevrolet Corvette","14.869",103,4529,"0.61","0.63",73,"-0.17"
"2011 Ford Mustang GT500","14.082",81,3458,"0.91","0.74",57,"-2.0"
"2013 Audi RS5","14.312",42,4037,"0.48","-0.76",31,"0.88"
"2011 Ford Mustang GT500","14.082",81,3521,"0.82","0.87",58,"-2.0"
"2015 Porsche GT3","13.996",91,5218,"0.75","0.32",77,"-2.0"
"2013 Audi RS5","14.353",,4051,"0.63","-0.78",31,"0.76"
"2011 Ford Mustang GT500","14.082",81,3590,"0.89","0.82",59,"-2.0"
"2008 BMW M3","13.806",83,4313,"-0.24","-1.04",54,"-0.33"
"2011 Ford Mustang GT500","14.082",81,3740,"1.5","0.82",62,"-2.0"
"2013 Audi RS5","14.353",,4213,"0.65","-0.82",32,"0.77"
"2011 Ford Mustang GT500","14.071",83,3800,"0.93","0.68",62,"-2.0"
"2013 Audi RS5","14.353",,4503,"0.72","-0.83",34,"0.67"
"2011 Ford Mustang GT500","14.071",83,3992,"0.97","0.66",63,"-2.0"
"2014 Chevrolet Corvette","14.864",105,3019,"0.54","-0.92",33,"-0.17"
"2011 Ferrari 458","14.032",84,2948,"0.99","0.16",67,"-0.1"
"2013 Audi RS5","14.353",,5870,"0.88","0.03",45,"0.51"
"2015 Porsche GT3","14.008",91,5549,"-0.92","-0.59",82,"-2.0"
"2013 Audi RS5","14.353",,7009,"1.03","0.07",54,"0.48"
"2008 BMW M3","13.842",88,6151,"0.35","-0.93",74,"0.56"
"2014 Chevrolet Corvette","14.822",103,2031,"0.55","0.19",16,"-0.17"
"2011 Ford Mustang GT500","14.071",83,5079,"1.05","0.23",85,"-2.0"
"2011 Ford Mustang GT500","14.071",83,5502,"1.01","0.19",87,"-2.0"
"2011 Ford Mustang GT500","14.071",83,4295,"1.43","-0.02",94,"-2.0"
"2013 Audi RS5","14.363",22,5760,"0.61","0.04",65,"0.75"
"2011 Ford Mustang GT500","14.036",84,4578,"0.94","0.01",100,"-2.0"
"2013 Audi RS5","14.363",22,5758,"0.7","0.19",64,"0.85"
"2011 Ford Mustang GT500","14.036",84,4578,"0.77","-0.01",96,"-2.0"
"2013 Audi RS5","14.363",22,5714,"0.64","0.38",64,"0.76"
"2014 Chevrolet Corvette","14.768",101,1524,"0.4","-0.26",23,"-0.17"
"2011 Ferrari 458","14.024",84,3105,"0.97","0.04",70,"-0.12"
"2014 Chevrolet Corvette","14.867",103,4085,"0.51","1.09",66,"-0.17"
"2013 Audi RS5","14.363",22,5893,"0.89","0.47",65,"0.56"
"2014 Chevrolet Corvette","14.614",104,3441,"0.79","-0.66",50,"-0.17"
"2013 Audi RS5","14.363",22,6471,"0.9","0.34",72,"0.53"
"2011 Ford Mustang GT500","14.036",84,3331,"0.88","-0.61",39,"-2.0"
"2013 Audi RS5","14.363",22,6983,"0.93","0.14",79,"0.58"
"2014 Chevrolet Corvette","14.556",105,3963,"0.33","0.78",63,"-0.17"
"2013 Audi RS5","14.363",22,5292,"0.59","0.03",78,"0.75"
"2015 Porsche GT3","14.118",91,5139,"0.7","0.41",58,"-2.0"
"2011 Ford Mustang GT500","14.022",83,3001,"0.87","-0.71",36,"-2.0"
"2013 Audi RS5","14.355",95,4919,"0.68","0.7",73,"0.7"
"2011 Ford Mustang GT500","14.022",83,3103,"0.85","-0.7",36,"-2.0"
"2013 Audi RS5","14.355",95,5026,"0.84","0.64",74,"0.75"
"2011 Ferrari 458","13.973",85,3327,"0.99","0.81",32,"-0.14"
"2008 BMW M3","13.895",86,5202,"0.08","-1.0",65,"0.11"
"2015 Porsche GT3","13.848",86,2557,"-0.08","0.11",36,"-2.0"
"2013 Audi RS5","14.355",95,5197,"0.79","0.51",77,"0.83"
"2008 BMW M3","13.865",79,1924,"0.12","-1.01",24,"-0.14"
"2013 Audi RS5","14.355",95,5090,"0.86","0.72",75,"1.03"
"2011 Ford Mustang GT500","14.022",83,3516,"1.15","-0.53",43,"-2.0"
"2011 Ford Mustang GT500","14.022",83,4152,"0.96","-0.5",50,"-2.0"
"2013 Audi RS5","14.381",96,4793,"0.64","0.79",71,"0.68"
"2011 Ford Mustang GT500","13.875",108,2660,"0.7","0.02",60,"-2.0"
"2013 Audi RS5","14.381",96,4481,"0.61","0.82",66,"0.77"
"2013 Audi RS5","14.381",96,4242,"0.53","0.32",61,"0.69"
"2015 Porsche GT3","14.006",91,5179,"0.34","0.13",76,"-2.0"
"2013 Audi RS5","14.381",96,4728,"0.3","-0.22",52,"0.96"
"2011 Ford Mustang GT500","14.039",83,4563,"1.02","0.21",76,"-2.0"
"2013 Audi RS5","14.381",96,4210,"0.71","-0.84",47,"0.77"
"2014 Chevrolet Corvette","14.619",105,3198,"0.6","-0.71",51,"-0.17"
"2013 Audi RS5","13.924",1,6024,"0.68","0.89",67,"0.53"
"2013 Audi RS5","13.96",95,4468,"0.39","0.99",65,"0.91"
"2013 Audi RS5","14.381",96,4223,"0.6","-0.63",46,"0.59"
"2011 Ford Mustang GT500","14.039",83,4538,"0.84","-0.47",74,"-2.0"
"2011 Ford Mustang GT500","14.039",83,4538,"1.02","0.11",74,"-2.0"
"2013 Audi RS5","14.311",96,4484,"0.86","-0.78",50,"0.58"
"2011 Ferrari 458","13.609",91,1116,"0.97","-0.03",10,"-0.13"
"2011 Ferrari 458","14.019",84,3043,"1.03","-0.01",69,"-0.07"
"2011 Ford Mustang GT500","14.039",83,4067,"1.11","0.99",66,"-2.0"
"2015 Porsche GT3","14.057",93,4163,"-0.93","-0.61",47,"-2.0"
"2011 Ford Mustang GT500","13.675",90,2108,"0.95","-0.24",25,"-2.0"
"2011 Ford Mustang GT500","14.061",84,4200,"0.68","0.64",70,"-2.0"
"2011 Ferrari 458","14.015",84,2897,"1.04","-0.02",66,"-0.03"
"2011 Ferrari 458","14.013",84,3021,"0.96","-0.04",68,"-0.07"
"2014 Chevrolet Corvette","14.836",101,1267,"0.59","-0.04",9,"-0.17"
"2011 Ford Mustang GT500","14.061",84,4141,"0.97","-0.89",68,"-2.0"
"2011 Ford Mustang GT500","13.69",92,4335,"0.56","0.84",71,"-2.0"
"2011 Ford Mustang GT500","14.061",84,4218,"0.93","-0.74",68,"-2.0"
"2013 Audi RS5","14.311",96,4511,"0.61","0.57",50,"0.93"
"2011 Ford Mustang GT500","14.061",84,4431,"0.9","-0.63",70,"-2.0"
"2011 Ford Mustang GT500","14.061",84,4431,"0.9","-0.55",75,"-2.0"
"2013 Audi RS5","14.364",96,4655,"0.75","0.74",51,"0.78"
"2011 Ford Mustang GT500","14.061",84,5025,"0.86","-0.07",85,"-2.0"
"2011 Ferrari 458","13.98",83,2787,"1.0","-0.05",64,"-0.16"
"2011 Ford Mustang GT500","14.061",84,5436,"1.17","0.15",90,"-2.0"
"2013 Audi RS5","14.364",96,4781,"0.8","0.59",54,"0.56"
"2013 Audi RS5","14.364",96,4800,"0.74","-0.13",54,"0.69"
"2011 Ford Mustang GT500","14.058",84,4269,"1.23","0.48",92,"-2.0"
"2011 Ford Mustang GT500","13.708",91,2393,"0.83","0.06",68,"-2.0"
"2013 Audi RS5","13.879",96,5512,"0.71","1.07",61,"0.78"
"2011 Ford Mustang GT500","13.714",102,5639,"0.77","-0.15",93,"-2.0"
"2011 Ford Mustang GT500","14.058",84,4274,"0.87","0.51",92,"-2.0"
"2013 Audi RS5","14.364",96,4851,"0.7","-0.65",54,"0.62"
"2011 Ford Mustang GT500","14.058",84,4252,"0.81","0.62",91,"-2.0"
"2011 Ferrari 458","14.012",84,2919,"1.02","-0.03",67,"-0.09"
"2011 Ford Mustang GT500","14.058",84,4140,"0.87","0.6",91,"-2.0"
"2011 Ford Mustang GT500","14.058",84,4140,"1.05","0.39",89,"-2.0"
"2011 Ford Mustang GT500","13.831",97,4719,"0.68","0.61",78,"-2.0"
"2011 Ford Mustang GT500","14.058",84,3834,"0.91","-0.29",81,"-2.0"
"2015 Porsche GT3","14.074",88,4945,"-0.59","-0.15",56,"-2.0"
"2011 Ford Mustang GT500","14.058",84,3592,"0.81","-0.62",77,"-2.0"
"2008 BMW M3","13.872",88,3848,"0.29","-0.97",47,"-0.33"
"2013 Audi RS5","14.338",97,3704,"0.35","0.01",40,"1.02"
"2011 Ford Mustang GT500","14.049",84,3528,"0.81","-0.78",75,"-2.0"
"2013 Audi RS5","14.338",97,4624,"0.55","-0.44",36,"0.86"
"2011 Ford Mustang GT500","14.049",84,3536,"0.8","-0.77",76,"-2.0"
"2014 Chevrolet Corvette","14.66",106,4320,"0.53","-0.62",69,"-0.17"
"2011 Ford Mustang GT500","14.049",84,3659,"0.88","-0.68",80,"-2.0"
"2013 Audi RS5","14.338",97,5060,"0.57","-0.87",39,"0.64"
"2011 Ford Mustang GT500","14.049",84,3963,"0.9","-0.48",86,"-2.0"
"2013 Audi RS5","14.338",97,5773,"0.77","-0.76",43,"0.61"
"2011 Ford Mustang GT500","14.049",84,4336,"0.96","-0.23",86,"-2.0"
"2011 Ford Mustang GT500","14.049",84,4571,"1.07","0.02",94,"-2.0"
"2011 Ford Mustang GT500","13.964",87,1347,"0.94","0.15",9,"-2.0"
"2011 Ford Mustang GT500","14.049",84,4571,"0.82","0.03",98,"-2.0"
"2013 Audi RS5","14.399",97,6954,"0.7","0.11",55,"0.59"
"2011 Ford Mustang GT500","14.049",84,4327,"0.81","-0.03",95,"-2.0"
"2013 Audi RS5","14.399",97,5124,"0.78","0.0",57,"1.03"
"2013 Audi RS5","14.399",97,5117,"0.7","-0.39",57,"0.81"
"2014 Chevrolet Corvette","14.669",105,3810,"0.43","1.06",62,"-0.17"
"2011 Ford Mustang GT500","14.032",83,5100,"0.53","0.02",82,"-2.0"
"2011 Ferrari 458","13.874",83,2348,"0.97","0.0",53,"-0.09"
"2011 Ford Mustang GT500","14.032",83,3231,"0.81","0.03",68,"-2.0"
"2013 Audi RS5","14.399",97,5553,"0.64","-0.61",62,"0.68"
"2011 Ford Mustang GT500","14.032",83,4440,"0.83","0.0",52,"-2.0"
"2013 Audi RS5","14.399",97,5718,"0.76","-0.64",64,"0.75"
"2011 Ford Mustang GT500","13.872",109,5611,"0.66","-0.72",68,"-2.0"
"2015 Porsche GT3","14.052",90,5952,"-0.25","0.56",67,"-2.0"
"2013 Audi RS5","14.328",96,6087,"0.95","-0.7",68,"0.63"
"2011 Ford Mustang GT500","14.032",83,2600,"0.89","-0.84",32,"-2.0"
"2013 Audi RS5","14.328",96,6372,"0.88","-0.31",72,"0.96"
"2011 Ford Mustang GT500","14.032",83,2600,"1.01","-0.88",31,"-2.0"
"2013 Audi RS5","14.328",96,6019,"0.6","0.04",67,"0.92"
"2011 Ford Mustang GT500","14.032",83,2755,"1.0","-0.81",33,"-2.0"
"2011 Ferrari 458","14.041",87,7107,"1.12","-0.3",88,"-0.1"
"2015 Porsche GT3","14.244",90,5920,"-0.04","0.01",72,"-2.0"
"2013 Audi RS5","14.328",96,5393,"0.52","-0.01",60,"0.83"
"2011 Ford Mustang GT500","14.038",84,3496,"0.84","-0.44",44,"-2.0"
"2013 Audi RS5","14.328",96,4818,"0.42","-0.01",54,"0.84"
"2008 BMW M3","13.857",88,4783,"0.25","-0.94",58,"0.42"
"2013 Audi RS5","14.328",96,4700,"0.45","0.44",52,"0.79"
"2011 Ford Mustang GT500","14.038",84,5042,"0.91","0.02",61,"-2.0"
"2013 Audi RS5","14.328",96,4777,"0.73","0.8",54,"0.79"
"2011 Ford Mustang GT500","14.038",84,4002,"0.99","0.01",67,"-2.0"
"2015 Porsche GT3","13.969",91,5091,"-0.44","-0.71",59,"-2.0"
"2008 BMW M3","13.894",88,4235,"0.3","-0.91",52,"-0.31"
"2011 Ford Mustang GT500","14.038",84,3361,"1.12","0.29",72,"-2.0"
"2008 BMW M3","13.89",89,3963,"0.12","-0.93",49,"0.67"
"2013 Audi RS5","14.011",93,5834,"0.59","0.54",86,"0.75"
"2013 Audi RS5","14.304",96,5105,"0.56","0.8",57,"0.8"
"2013 Audi RS5","14.304",96,5194,"0.5","0.82",57,"0.75"
"2011 Ford Mustang GT500","14.062",85,3449,"0.97","0.5",74,"-2.0"
"2013 Audi RS5","14.304",96,5450,"0.95","0.95",61,"0.8"
"2011 Ford Mustang GT500","14.062",85,3697,"1.11","0.41",80,"-2.0"
"2011 Ferrari 458","14.046",84,3067,"1.01","0.13",70,"-0.1"
"2011 Ferrari 458","14.03",84,2834,"0.95","-0.01",64,"-0.04"
"2011 Ferrari 458","13.921",87,5989,"1.07","-0.2",91,"0.14"
"2008 BMW M3","13.828",83,5035,"0.26","-0.96",62,"0.03"
"2011 Ford Mustang GT500","14.062",85,4238,"0.88","0.3",91,"-2.0"
"2008 BMW M3","13.82",86,4342,"0.05","-0.98",54,"0.03"
"2011 Ford Mustang GT500","14.062",85,4261,"1.41","0.69",91,"-2.0"
"2011 Ford Mustang GT500","13.736",92,1506,"0.87","0.0",18,"-2.0"
"2014 Chevrolet Corvette","14.605",102,3149,"0.74","-0.02",51,"-0.17"
"2013 Audi RS5","14.394","-2",6925,"0.85","0.6",76,"0.58"
"2014 Chevrolet Corvette","14.518",103,4332,"0.45","-0.44",68,"-0.17"
"2013 Audi RS5","14.394","-2",7800,"0.79","0.19",87,"0.52"
"2011 Ford Mustang GT500","14.074",84,4231,"0.96","0.67",91,"-2.0"
"2013 Audi RS5","14.394","-2",8165,"0.98","0.24",91,"0.66"
"2011 Ford Mustang GT500","14.074",84,4057,"1.09","0.74",86,"-2.0"
"2014 Chevrolet Corvette","14.599",105,4499,"0.64","0.56",73,"-0.17"
"2011 Ford Mustang GT500","14.074",84,3847,"0.95","0.82",82,"-2.0"
"2011 Ferrari 458","13.936",86,5524,"0.97","-0.02",103,"0.23"
"2011 Ford Mustang GT500","14.074",84,3600,"1.15","0.86",77,"-2.0"
"2013 Audi RS5","14.394","-2",6268,"0.46","0.03",94,"0.73"
"2011 Ford Mustang GT500","14.074",84,4254,"0.89","0.73",68,"-2.0"
"2011 Ford Mustang GT500","14.074",84,3935,"0.73","0.65",64,"-2.0"
"2013 Audi RS5","14.336",71,4501,"0.17","0.0",67,"1.19"
"2008 BMW M3","13.869",88,4509,"0.24","-0.91",55,"0.47"
"2013 Audi RS5","14.336",71,5133,"0.25","0.03",57,"1.07"
"2014 Chevrolet Corvette","14.588",104,3387,"0.63","-0.94",38,"-0.17"
"2013 Audi RS5","14.336",71,5430,"0.33","-0.05",45,"1.03"
"2013 Audi RS5","14.336",71,4229,"0.37","-0.15",35,"1.06"
"2011 Ford Mustang GT500","14.053",85,3062,"0.78","-0.81",52,"-2.0"
"2013 Audi RS5","14.336",71,3617,"0.57","-0.45",28,"0.86"
"2013 Audi RS5","13.93",96,5174,"0.71","-0.86",40,"0.61"
"2013 Audi RS5","14.336",71,3818,"0.76","-0.63",29,"0.6"
"2011 Ford Mustang GT500","14.053",85,2992,"0.7","-0.8",49,"-2.0"
"2013 Audi RS5","14.336",71,4400,"0.66","-0.77",34,"0.69"
"2011 Ford Mustang GT500","14.053",85,3311,"0.98","-0.62",55,"-2.0"
"2013 Audi RS5","14.09",96,6082,"0.81","0.08",91,"0.54"
"2014 Chevrolet Corvette","14.758",101,2036,"-0.24","-0.04",45,"-0.17"
"2014 Chevrolet Corvette","14.414",97,2219,"0.4","0.03",24,"-0.17"
"2013 Audi RS5","14.381",18,5059,"0.77","-0.63",39,"0.72"
"2011 Ford Mustang GT500","14.053",85,5013,"0.95","-0.34",83,"-2.0"
"2013 Audi RS5","14.381",18,5425,"0.76","-0.88",42,"0.71"
"2008 BMW M3","13.854",89,5083,"-0.03","-1.03",63,"-0.38"
"2013 Audi RS5","14.381",18,5971,"0.98","-0.9",47,"0.63"
"2013 Audi RS5","14.381",18,7058,"0.92","-0.82",55,"0.39"
"2014 Chevrolet Corvette","14.438",102,2886,"0.44","0.44",46,"-0.17"
"2008 BMW M3","13.803",90,5375,"0.09","-0.98",67,"0.48"
"2015 Porsche GT3","14.05",87,1877,"-0.05","0.15",14,"-2.0"
"2013 Audi RS5","14.381",18,5854,"0.67","0.48",65,"0.8"
"2011 Ford Mustang GT500","13.979",85,3631,"0.86","1.07",59,"-2.0"
"2013 Audi RS5","14.381",18,5990,"0.73","0.36",67,"0.77"
"2008 BMW M3","13.838",81,2511,"0.16","-0.92",41,"-0.79"
"2011 Ford Mustang GT500","13.979",85,3572,"0.93","-0.15",59,"-2.0"
"2015 Porsche GT3","13.943",90,3976,"-0.64","-0.5",45,"-2.0"
"2014 Chevrolet Corvette","14.569",107,4901,"0.77","-0.24",79,"-0.17"
"2013 Audi RS5","14.31",96,6082,"0.45","-0.03",68,"0.66"
"2011 Ford Mustang GT500","13.979",85,3413,"0.96","-0.76",57,"-2.0"
"2013 Audi RS5","14.31",96,5919,"0.51","-0.41",66,"0.86"
"2011 Ford Mustang GT500","13.979",85,3685,"0.97","-0.45",62,"-2.0"
"2013 Audi RS5","14.31",96,5710,"0.5","-0.52",64,"0.84"
"2011 Ford Mustang GT500","13.917",86,4809,"0.75","-0.07",75,"-2.0"
"2013 Audi RS5","14.31",96,5482,"0.6","0.2",61,"0.93"
"2011 Ford Mustang GT500","13.917",86,4202,"0.95","0.03",79,"-2.0"
"2011 Ferrari 458","13.645",93,1952,"0.97","0.16",18,"-0.23"
"2011 Ford Mustang GT500","13.917",86,4202,"0.66","-0.07",65,"-2.0"
"2013 Audi RS5","14.31",96,5720,"0.69","0.65",64,"0.78"
"2011 Ferrari 458","14.053",84,3407,"0.97","-0.05",78,"-0.11"
"2011 Ferrari 458","13.92",85,3784,"0.76","-0.01",59,"-0.47"
"2014 Chevrolet Corvette","14.409",99,1745,"0.5","0.12",28,"-0.17"
"2013 Audi RS5","14.043",95,4487,"0.53","-0.79",34,"0.75"
"2013 Audi RS5","14.381",95,5718,"0.59","-0.14",64,"0.84"
"2013 Audi RS5","13.977",96,6058,"0.6","0.59",68,"0.77"
"2011 Ferrari 458","13.931",84,4754,"0.64","0.0",73,"-0.26"
"2013 Audi RS5","13.859",96,4580,"0.72","-1.03",65,"0.74"
"2013 Audi RS5","13.98",28,6004,"0.79","-0.82",48,"0.4"
"2013 Audi RS5","14.381",95,6188,"0.73","-0.61",69,"0.58"
"2015 Porsche GT3","13.823",92,5146,"0.64","0.43",75,"-2.0"
"2013 Audi RS5","14.381",95,6696,"0.69","-0.34",73,"0.47"
"2011 Ford Mustang GT500","14.037",86,4477,"1.38","-0.16",74,"-2.0"
"2013 Audi RS5","13.816",,7564,"0.98","-0.4",59,"0.51"
"2011 Ferrari 458","13.929",83,2789,"1.02","-0.01",63,"-0.14"
"2013 Audi RS5","14.381",95,6735,"0.71","0.5",82,"0.98"
"2011 Ford Mustang GT500","14.037",86,4481,"0.82","-0.63",74,"-2.0"
"2015 Porsche GT3","14.063",84,2852,"0.04","-0.01",14,"-2.0"
"2014 Chevrolet Corvette","14.651",106,3122,"0.09","0.23",70,"-0.17"
"2014 Chevrolet Corvette","14.83",103,1213,"0.47","-0.1",14,"-0.17"
"2011 Ford Mustang GT500","14.037",86,4803,"1.11","-0.83",80,"-2.0"
"2013 Audi RS5","13.989",83,5341,"0.73","-1.02",41,"0.75"
"2011 Ford Mustang GT500","14.037",86,5309,"1.36","-0.52",88,"-2.0"
"2013 Audi RS5","14.359",94,5183,"0.6","0.56",77,"0.88"
"2015 Porsche GT3","14.203",89,4389,"-0.32","0.64",74,"-2.0"
"2011 Ferrari 458","13.986",86,3610,"1.05","-0.81",55,"-0.11"
"2011 Ford Mustang GT500","14.051",86,4751,"0.64","0.04",77,"-2.0"
"2015 Porsche GT3","13.841",90,4208,"-0.47","-0.67",49,"-2.0"
"2011 Ford Mustang GT500","14.051",86,3992,"0.74","0.17",77,"-2.0"
"2013 Audi RS5","14.359",94,5217,"0.52","0.18",78,"0.71"
"2014 Chevrolet Corvette","14.599",103,5296,"0.45","-0.11",60,"-0.17"
"2014 Chevrolet Corvette","14.691",103,3146,"0.75","-0.57",51,"-0.17"
"2011 Ferrari 458","13.645",88,1223,"1.03","0.01",8,"-0.08"
"2013 Audi RS5","14.359",94,4926,"0.59","-0.55",73,"0.81"
"2015 Porsche GT3","13.995",90,5497,"-0.66","-0.46",64,"-2.0"
"2013 Audi RS5","14.355",93,4939,"0.72","-0.94",74,"0.8"
"2011 Ford Mustang GT500","13.728",99,5426,"1.14","-0.44",65,"-2.0"
"2013 Audi RS5","14.355",93,5154,"0.78","-0.93",76,"0.58"
"2013 Audi RS5","14.069","-2",4505,"0.47","0.0",49,"0.88"
"2014 Chevrolet Corvette","14.651",104,3740,"0.53","-0.66",60,"-0.17"
"2013 Audi RS5","14.355",93,5624,"0.85","-0.46",83,"0.66"
"2011 Ferrari 458","14.05",87,4754,"0.98","0.01",59,"-0.54"
"2011 Ferrari 458","13.966",85,2241,"0.97","0.03",50,"-0.05"
"2015 Porsche GT3","13.828",91,6302,"-0.68","-0.67",93,"-2.0"
"2013 Audi RS5","13.874",97,5884,"0.5","-0.89",45,"0.69"
"2015 Porsche GT3","14.05",91,7775,"0.44","-0.09",114,"-2.0"
"2013 Audi RS5","14.355",93,6140,"0.69","0.0",90,"1.02"
"2008 BMW M3","13.898",90,3329,"-0.04","-1.05",41,"-0.79"
"2011 Ferrari 458","14.07",84,3143,"0.92","-0.07",72,"-0.05"
"2011 Ford Mustang GT500","14.064",86,4182,"1.08","0.8",68,"-2.0"
"2011 Ford Mustang GT500","14.064",86,4481,"1.11","0.45",74,"-2.0"
"2013 Audi RS5","14.051",100,4034,"0.95","0.37",44,"0.59"
"2011 Ford Mustang GT500","14.064",86,5442,"1.09","0.39",91,"-2.0"
"2011 Ford Mustang GT500","14.055",87,4761,"0.91","0.25",95,"-2.0"
"2011 Ford Mustang GT500","14.055",87,4646,"0.71","0.23",101,"-2.0"
"2008 BMW M3","13.822",83,5816,"0.2","-1.03",72,"-0.14"
"2015 Porsche GT3","14.094",90,4868,"-0.6","-0.48",70,"-2.0"
"2013 Audi RS5","14.377",,5176,"0.18","-0.03",76,"1.35"
"2013 Audi RS5","13.951",93,5620,"0.43","0.07",83,"1.24"
"2014 Chevrolet Corvette","14.553",105,3924,"0.5","0.63",90,"-0.17"
"2014 Chevrolet Corvette","14.728",97,1593,"0.4","0.29",11,"-0.17"
"2013 Audi RS5","14.377",,4718,"0.25","-0.05",50,"1.16"
"2011 Ford Mustang GT500","14.055",87,3090,"0.73","0.01",71,"-2.0"
"2011 Ferrari 458","13.988",86,3954,"0.95","-0.01",60,"-0.02"
"2011 Ford Mustang GT500","13.649",95,2571,"0.79","-0.41",31,"-2.0"
"2013 Audi RS5","14.377",,4335,"0.41","-0.75",34,"0.88"
