_time,ac_power,total-unhalted_core_cycles,total-instructions_retired,total-last_level_cache_references,total-memory_bus_transactions,total-cpu-utilization,total-disk-accesses,total-disk-blocks,total-disk-utilization
04:44:26 2008-Apr-23,227.0,867879849,1539558011,45428391,178436,60.61,12,144,9.6
04:44:27 2008-Apr-23,228.0,871903540,1539891145,45910363,212690,61.55,0,0,0
04:44:28 2008-Apr-23,227.0,886699549,1570983284,45623613,225367,61.30,0,0,0
04:44:29 2008-Apr-23,227.0,882726855,1563109379,45270360,247270,59.07,0,0,0
04:44:30 2008-Apr-23,227.0,891197206,1568424717,45642411,288187,61.43,0,0,0
04:44:31 2008-Apr-23,227.5,911672593,1602957452,45530381,345394,60.11,1,8,2
04:44:32 2008-Apr-23,228.0,872140620,1536158707,45558131,224756,59.99,12.87,150.5,6.73
04:44:33 2008-Apr-23,227.0,889817031,1573028841,45837027,256704,55.63,0,0,0
04:44:34 2008-Apr-23,228.0,885934380,1559548227,45018053,288954,52.29,0,0,0
04:44:35 2008-Apr-23,227.0,881468355,1563029591,45281088,215235,53.21,0,0,0
04:44:36 2008-Apr-23,228.0,868237329,1539492467,45259021,179025,52.20,14.85,118.81,9.5
04:44:37 2008-Apr-23,228.0,874076579,1540253315,45536563,213092,51.22,16,176,10.4
04:44:38 2008-Apr-23,228.0,868739963,1539787872,45189400,177736,52.12,0,0,0
04:44:39 2008-Apr-23,227.0,868137254,1539546947,45470585,179458,51.42,0,0,0
04:44:40 2008-Apr-23,228.0,869099461,1539726156,45408014,188362,54.13,0,0,0
04:44:41 2008-Apr-23,227.0,912848951,1613493004,44749214,352471,60.04,2,16,2.8
04:44:42 2008-Apr-23,227.0,906549255,1590694995,46425270,330486,60.14,19.8,285.15,7.92
04:44:43 2008-Apr-23,227.0,892219455,1574436691,45318565,291822,60.73,0,0,0
04:44:44 2008-Apr-23,228.0,902307199,1589564354,45198749,350818,60.03,0,0,0
04:44:45 2008-Apr-23,227.0,886990451,1570261745,46056843,230549,59.70,0,0,0
04:44:46 2008-Apr-23,227.0,867847231,1539496745,44941413,174435,58.87,4,32,4
04:44:47 2008-Apr-23,227.0,870320049,1539671689,45700128,190518,58.17,11.22,130.61,7.35
04:44:48 2008-Apr-23,228.0,874182729,1542980747,45952023,244309,59.64,0,0,0
04:44:49 2008-Apr-23,227.0,868972356,1539576584,45103022,181922,58.73,0,0,0
04:44:50 2008-Apr-23,227.0,867760486,1539491063,45713227,171355,59.09,0,0,0
04:44:51 2008-Apr-23,228.0,869258711,1539570184,45731339,180644,59.60,9,72,7.2
04:44:52 2008-Apr-23,227.0,909264479,1598951954,45471488,310016,59.81,5,104,4.4
04:44:53 2008-Apr-23,227.0,872564423,1540386702,45731559,212483,60.58,0,0,0
04:44:54 2008-Apr-23,227.0,945410322,1659656540,45541951,476542,61.56,0,0,0
04:44:55 2008-Apr-23,229.0,935244386,1643772518,47042358,387910,67.49,0,0,0
04:44:56 2008-Apr-23,228.0,869848879,1539491198,45352270,183821,68.05,6.93,55.45,5.54
04:44:57 2008-Apr-23,229.0,873990969,1539939864,46007940,207459,67.49,8,104,6
04:44:58 2008-Apr-23,227.0,869975807,1539677841,46007754,180465,67.35,0,0,0
04:44:59 2008-Apr-23,228.0,868997747,1539554738,45231964,178609,67.49,0,0,0
04:45:00 2008-Apr-23,226.0,868735383,1539429292,46360799,171901,67.49,0,0,0
04:45:01 2008-Apr-23,228.0,869893590,1539531479,45961510,178538,69.05,11,96,10.4
04:45:02 2008-Apr-23,226.0,919459782,1577920605,45816014,443364,66.92,11.88,380.2,13.86
04:45:03 2008-Apr-23,227.0,870948811,1539504612,46094232,184263,68.19,0,0,0
04:45:04 2008-Apr-23,228.0,887678741,1570286552,45404734,245958,69.78,0,0,0
04:45:05 2008-Apr-23,228.0,923125096,1625790904,46045635,406658,67.83,0,0,0
04:45:06 2008-Apr-23,227.0,900292567,1586543649,45417157,362201,67.35,0.98,7.84,2.35
04:45:07 2008-Apr-23,229.0,896464339,1574401703,45668942,321169,68.13,12,160,10.8
04:45:08 2008-Apr-23,228.0,871040348,1539536336,45976715,191613,67.21,0,0,0
04:45:09 2008-Apr-23,227.0,870318557,1539540778,45218285,186969,68.27,0,0,0
04:45:10 2008-Apr-23,227.0,869001623,1539424618,46144321,173838,68.05,0,0,0
04:45:11 2008-Apr-23,226.0,870730124,1539636521,46028854,184412,67.21,10,88,4.4
04:45:12 2008-Apr-23,228.0,892487168,1568455647,45368260,263321,67.57,23.23,307.07,12.12
04:45:13 2008-Apr-23,227.0,873244829,1539775039,46351706,200308,68.11,0,0,0
04:45:14 2008-Apr-23,228.0,869690975,1539583933,45697080,177222,68.61,0,0,0
04:45:15 2008-Apr-23,227.0,935063570,1648163091,46421544,383110,64.54,0,0,0
04:45:16 2008-Apr-23,228.0,888875520,1570671476,45932228,257999,66.65,25,224,18.4
04:45:17 2008-Apr-23,227.0,877908918,1540628107,45537362,226309,62.30,14,160,10.4
04:45:18 2008-Apr-23,228.0,888646849,1568910762,46135159,297526,61.43,0,0,0
04:45:19 2008-Apr-23,228.0,906794161,1599609432,45648782,363827,65.25,0,0,0
04:45:20 2008-Apr-23,228.0,868374042,1539741967,45725167,178316,67.48,0,0,0
04:45:21 2008-Apr-23,228.0,870295489,1539895859,45944829,188410,67.27,2,16,2.4
04:45:22 2008-Apr-23,226.0,869689910,1539881981,45625298,179743,68.30,13,144,9.2
04:45:23 2008-Apr-23,228.0,891952433,1568820983,46032726,265103,66.65,0,0,0
04:45:24 2008-Apr-23,227.0,869068090,1539584969,45818440,173822,69.25,0,0,0
04:45:25 2008-Apr-23,227.0,926880674,1634090047,45734846,381421,63.62,0,0,0
04:45:26 2008-Apr-23,227.0,870391423,1540085761,46126892,185156,60.17,4,32,3.2
04:45:27 2008-Apr-23,227.0,891091339,1570925581,45597577,270369,66.78,13.86,158.42,8.71
04:45:28 2008-Apr-23,227.0,871730089,1540405245,46053387,190525,68.05,0,0,0
04:45:29 2008-Apr-23,227.0,871449141,1540050515,45643621,185272,68.19,0,0,0
04:45:30 2008-Apr-23,227.0,887539005,1569212346,45618135,282382,68.35,0,0,0
04:45:31 2008-Apr-23,227.0,889486418,1570043102,46245410,296516,64.63,10,80,8
04:45:32 2008-Apr-23,227.0,889137687,1571348730,45683620,254211,69.45,11,128,8
04:45:33 2008-Apr-23,226.0,888492736,1562666226,45601230,277516,67.48,0,0,0
04:45:34 2008-Apr-23,227.0,870061980,1539894002,46265861,185482,69.52,0,0,0
04:45:35 2008-Apr-23,227.0,913819622,1605992803,45549711,338192,64.43,0,0,0
04:45:36 2008-Apr-23,227.0,888045909,1569124379,45998037,249558,60.47,7,56,7.2
04:45:37 2008-Apr-23,226.0,890799769,1547628866,46214537,326059,59.78,18.81,380.2,12.28
04:45:38 2008-Apr-23,227.0,873957736,1540513871,45635544,201563,63.00,0,0,0
04:45:39 2008-Apr-23,227.0,891191067,1564152293,45835833,279380,66.32,0,0,0
04:45:40 2008-Apr-23,227.0,871436431,1540188326,45813801,177996,68.11,0,0,0
04:45:41 2008-Apr-23,228.0,878677253,1541390108,45736751,207129,65.31,3.96,31.68,3.17
04:45:42 2008-Apr-23,228.0,878589423,1537125235,44627691,341171,61.55,13,176,8.8
04:45:43 2008-Apr-23,228.0,892255693,1574482598,45839842,282047,59.04,0,0,0
04:45:44 2008-Apr-23,227.0,890573894,1565053965,45878872,253077,78.68,0,0,0
04:45:45 2008-Apr-23,228.0,1393760282,2531846363,71630162,381951,61.59,0,0,0
04:45:46 2008-Apr-23,226.0,1029719291,1832885739,52579956,309601,54.03,4,32,2.4
04:45:47 2008-Apr-23,229.0,1015085669,1803238025,53006133,209249,51.49,17,192,12.4
04:45:48 2008-Apr-23,228.0,1011516670,1789527093,52603349,266415,53.12,0,0,0
04:45:49 2008-Apr-23,228.0,1032776423,1839700854,54638184,190259,61.73,0,0,0
04:45:50 2008-Apr-23,228.0,1026946085,1828554943,53322601,217329,65.32,0,0,0
04:45:51 2008-Apr-23,229.0,1022746310,1816812311,52718789,257560,63.83,4.95,39.6,3.17
04:45:52 2008-Apr-23,229.0,998254527,1776815207,52675690,191487,60.79,0,0,0
04:45:53 2008-Apr-23,229.0,1011060079,1795452720,53026016,203754,75.59,13,144,9.6
04:45:54 2008-Apr-23,228.0,1581973805,2860863488,79774206,525991,61.97,0,0,0
04:45:55 2008-Apr-23,230.0,1631906354,2970522403,85008838,403098,72.47,0,0,0
04:45:56 2008-Apr-23,234.0,1236262505,2211105206,65013728,248644,78.69,21.57,180.39,14.12
04:45:57 2008-Apr-23,230.0,1781596011,3241833992,92944768,365750,60.30,0,0,0
04:45:58 2008-Apr-23,237.0,1381298922,2476517994,71928584,270108,67.89,13,160,10
04:45:59 2008-Apr-23,231.0,1453385534,2598386697,74218588,341593,68.78,0,0,0
04:46:00 2008-Apr-23,232.0,1349408139,2428220123,71140190,197709,67.87,0,0,0
04:46:01 2008-Apr-23,231.0,1412877739,2528387511,73329046,306748,71.35,0.98,7.84,1.96
04:46:02 2008-Apr-23,231.0,1425962137,2556803216,73214114,333569,65.92,0,0,0
04:46:03 2008-Apr-23,232.0,1388843110,2495478967,73163393,221843,72.10,11.76,156.86,10.2
04:46:04 2008-Apr-23,232.0,1429656813,2564446160,73246059,290411,66.84,0,0,0
04:46:05 2008-Apr-23,231.0,1397259590,2512520889,73345526,208700,67.72,0,0,0
04:46:06 2008-Apr-23,232.0,1469070813,2622981702,73497127,575734,68.96,4.85,46.6,3.11
04:46:07 2008-Apr-23,232.0,1398380438,2511528573,73308183,231426,66.94,0,0,0
04:46:08 2008-Apr-23,231.0,1418238029,2547475418,72797092,274468,66.44,18,256,10.4
04:46:09 2008-Apr-23,230.0,1395915982,2504733498,73313643,239543,66.05,0,0,0
04:46:10 2008-Apr-23,231.0,1392969451,2503051121,73425983,214040,68.33,0,0,0
04:46:11 2008-Apr-23,231.0,1484214324,2648660027,75246393,439960,69.77,6.93,55.45,5.54
04:46:12 2008-Apr-23,233.0,1379883379,2477224416,72361865,232651,70.33,0,0,0
04:46:13 2008-Apr-23,231.0,1421614739,2549053462,73023679,318978,66.27,13.33,152.38,8
04:46:14 2008-Apr-23,231.0,1414436693,2542567825,73398692,286495,68.08,0,0,0
04:46:15 2008-Apr-23,232.0,1394353059,2507676101,73292649,211659,70.18,0,0,0
04:46:16 2008-Apr-23,231.0,1423412598,2555814902,73186034,361834,67.90,6.86,54.9,7.06
04:46:17 2008-Apr-23,231.0,1410721571,2531259976,73578205,269095,69.30,0,0,0
04:46:18 2008-Apr-23,232.0,1468206073,2616786880,74091561,493658,65.10,12.12,145.45,10.51
04:46:19 2008-Apr-23,232.0,1360175632,2440377882,71822278,225310,66.21,0,0,0
04:46:20 2008-Apr-23,231.0,1410835689,2540928415,74361518,200886,64.54,0,0,0
04:46:21 2008-Apr-23,231.0,1427796637,2558951294,73199491,362582,68.18,6.93,55.45,5.15
04:46:22 2008-Apr-23,232.0,1420005982,2547734481,72913247,291134,66.46,0,0,0
04:46:23 2008-Apr-23,232.0,1374374470,2473924809,71816359,204141,63.77,16.33,195.92,8.98
04:46:24 2008-Apr-23,231.0,1406749928,2529181128,73233521,268149,65.19,0,0,0
04:46:25 2008-Apr-23,232.0,1384235554,2489080639,73283628,230819,68.73,0,0,0
04:46:26 2008-Apr-23,232.0,1436704369,2575502261,73019580,452797,65.62,1,8,2.4
04:46:27 2008-Apr-23,232,1428903163,2563143436,73213325,302801,66.70,0,0,0
04:46:28 2008-Apr-23,232.0,1373728253,2473401471,72299648,197920,64.55,11.76,141.18,9.8
04:46:29 2008-Apr-23,232.0,1388515907,2495855464,72900839,219636,67.18,0,0,0
04:46:30 2008-Apr-23,232.0,1400339329,2501455842,71534598,424199,69.07,0,0,0
04:46:31 2008-Apr-23,231.0,1476883266,2632328502,73845243,478229,64.27,10,80,6.4
04:46:32 2008-Apr-23,232.0,1426283665,2564456126,74601611,221804,58.17,0,0,0
04:46:33 2008-Apr-23,232.0,1361237705,2444961343,71653218,211212,55.93,14.85,166.34,9.9
04:46:34 2008-Apr-23,232.0,1378408100,2478755884,72499807,211698,58.04,0,0,0
04:46:35 2008-Apr-23,230.0,1367620248,2461520438,72292547,202607,59.73,0,0,0
04:46:36 2008-Apr-23,232.0,1455361792,2603263648,73067359,423557,57.48,1,8,2
04:46:37 2008-Apr-23,232.0,1384151708,2478898084,72066890,259950,81.61,0,0,0
04:46:38 2008-Apr-23,232.0,1980260211,3610989802,101866524,404819,61.76,16.83,269.31,8.32
04:46:39 2008-Apr-23,235.0,1565709031,2817559182,82884623,239167,62.01,0,0,0
04:46:40 2008-Apr-23,232.0,1565759677,2815534008,80911135,289293,65.04,0,0,0
04:46:41 2008-Apr-23,232.0,1538036511,2754169000,78951356,404712,57.45,1,8,2
04:46:42 2008-Apr-23,233.0,1583990206,2838301397,80932276,489464,51.42,0,0,0
04:46:43 2008-Apr-23,233.0,1495391138,2690161147,78607249,243789,57.97,13.86,158.42,9.5
04:46:44 2008-Apr-23,233.0,1541836948,2778857515,80914922,224338,62.34,0,0,0
04:46:45 2008-Apr-23,232.0,1585640650,2851673012,81454548,352222,63.31,0,0,0
04:46:46 2008-Apr-23,233.0,1513994227,2717824788,78656416,313388,61.63,3.92,31.37,3.14
04:46:47 2008-Apr-23,232.0,1529520760,2746420842,79020289,283294,61.38,0,0,0
04:46:48 2008-Apr-23,233.0,1517920296,2728450586,79792249,295816,58.95,12.75,141.18,9.41
04:46:49 2008-Apr-23,232.0,1546255718,2782294141,80915385,262056,64.91,0,0,0
04:46:50 2008-Apr-23,232.0,1562050864,2805123935,80103545,347364,59.78,0,0,0
04:46:51 2008-Apr-23,232.0,1566775990,2804504806,80432424,388609,60.65,7,56,5.6
04:46:52 2008-Apr-23,234.0,1538213645,2767770625,80065033,289989,61.16,0,0,0
04:46:53 2008-Apr-23,233.0,1534510588,2764487993,80571750,227219,100.67,13.86,158.42,8.32
04:46:54 2008-Apr-23,232.0,2830961880,5148220830,146087960,758146,63.13,0,0,0
04:46:55 2008-Apr-23,233.0,1829509436,3306444228,95756481,327153,64.50,0,0,0
04:46:56 2008-Apr-23,241.0,1820972053,3285813626,94879366,338088,63.35,11,88,6.4
04:46:57 2008-Apr-23,235.0,1836720068,3312842485,95782243,328345,59.64,0,0,0
04:46:58 2008-Apr-23,235.0,1881868852,3403715473,98250289,342958,65.40,15.69,172.55,9.8
04:46:59 2008-Apr-23,234.0,1852826205,3343547710,96441524,349231,63.04,0,0,0
04:47:00 2008-Apr-23,234.0,1873547134,3368691517,96927286,395509,62.55,0,0,0
04:47:01 2008-Apr-23,236.0,1861485301,3356947574,97254804,356149,63.70,3.96,31.68,3.96
04:47:02 2008-Apr-23,235.0,1833189041,3307627712,95667221,321132,66.39,0,0,0
04:47:03 2008-Apr-23,235.0,1878346495,3383322855,96145411,455482,68.94,19,256,11.2
04:47:04 2008-Apr-23,234.0,1882659878,3376052591,96889468,433644,71.21,0,0,0
04:47:05 2008-Apr-23,236.0,1841400983,3314989627,96019035,397819,68.01,0,0,0
04:47:06 2008-Apr-23,235.0,1799027310,3250361394,94333136,305364,68.34,9.52,76.19,7.24
04:47:07 2008-Apr-23,235.0,1848187605,3325164799,97154335,366700,64.02,0,0,0
04:47:08 2008-Apr-23,234.0,1852932590,3345852734,95633501,401977,62.61,13.73,172.55,10.59
04:47:09 2008-Apr-23,235.0,1866577830,3362420973,97437681,343608,70.03,0,0,0
04:47:10 2008-Apr-23,234.0,1886728003,3397810468,97540194,386820,68.73,0,0,0
04:47:11 2008-Apr-23,234.0,1837295202,3319230089,96979409,261748,68.79,1.01,8.08,2.42
04:47:12 2008-Apr-23,234.0,1914675017,3455019906,97882181,501674,71.00,0,0,0
04:47:13 2008-Apr-23,236.0,1817244240,3284069778,95934768,253184,69.10,0,0,0
04:47:14 2008-Apr-23,236.0,1850772518,3326097586,96638636,356414,70.75,12.75,156.86,9.02
04:47:15 2008-Apr-23,233.0,1842035204,3315796517,95289067,391241,67.40,0,0,0
04:47:16 2008-Apr-23,236.0,1839221322,3328947380,95955276,298069,72.93,0.97,7.77,2.72
04:47:17 2008-Apr-23,234.0,1899058709,3409531993,96562476,566090,62.81,0,0,0
04:47:18 2008-Apr-23,236.0,1851506384,3378835960,98784131,164089,59.38,0,0,0
04:47:19 2008-Apr-23,234.0,1874364107,3411383317,98688220,234198,64.12,12.38,152.38,9.14
04:47:20 2008-Apr-23,236.0,1887176197,3436580522,98727834,283348,60.04,0,0,0
04:47:21 2008-Apr-23,236.0,1908065271,3473102850,99216052,379578,61.70,0.99,7.92,2.77
04:47:22 2008-Apr-23,236.0,1872794079,3414686869,98757317,249065,60.23,0,0,0
04:47:23 2008-Apr-23,236.0,1853978389,3385714077,98995094,152430,58.39,0,0,0
04:47:24 2008-Apr-23,235.0,1882843186,3426039763,98870242,244397,60.28,11.76,141.18,10.98
04:47:25 2008-Apr-23,235.0,1863068090,3395361106,98289845,244693,67.71,0,0,0
04:47:26 2008-Apr-23,236.0,1953397037,3549468115,100728383,446758,61.94,2.94,23.53,3.92
04:47:27 2008-Apr-23,236.0,1826028888,3332259644,97296958,170045,59.59,0,0,0
04:47:28 2008-Apr-23,235.0,1879178310,3428106442,99217643,189481,62.60,0,0,0
04:47:29 2008-Apr-23,236.0,1873447012,3404965518,97104077,364696,60.34,12.5,153.85,11.54
04:47:30 2008-Apr-23,235.0,1880159470,3430217677,98565278,269917,62.46,0,0,0
04:47:31 2008-Apr-23,233.0,1883532175,3427976928,98427539,359688,57.71,10.78,101.96,8.24
04:47:32 2008-Apr-23,236.0,1831696816,3342008136,97816577,161906,59.54,0,0,0
04:47:33 2008-Apr-23,236.0,1882253943,3427367637,99249613,223663,61.37,0,0,0
04:47:34 2008-Apr-23,234.0,1868108667,3407359557,97668354,285736,62.88,21,280,12.4
04:47:35 2008-Apr-23,236.0,1899802703,3458070676,98186284,383156,60.94,0,0,0
04:47:36 2008-Apr-23,236.0,1831023469,3341132433,96750875,230283,59.05,7.92,63.37,6.34
04:47:37 2008-Apr-23,236.0,1837354731,3351710907,97647546,164529,62.02,0,0,0
04:47:38 2008-Apr-23,235.0,1902444100,3466142209,99994963,248487,61.13,0,0,0
04:47:39 2008-Apr-23,235.0,1860303979,3393591925,98042756,238679,65.01,12.75,156.86,11.37
04:47:40 2008-Apr-23,234.0,1903746068,3456215851,97477206,454871,60.46,0,0,0
04:47:41 2008-Apr-23,237.0,1873321992,3419364876,100262283,167585,62.87,16.67,133.33,12.55
04:47:42 2008-Apr-23,234.0,1820892264,3319699555,96686659,174263,86.90,0,0,0
04:47:43 2008-Apr-23,234.0,2496200506,4573535771,130752621,428499,69.74,0,0,0
04:47:44 2008-Apr-23,240.0,2088246180,3806191476,107447385,426139,71.60,11.76,141.18,10.2
04:47:45 2008-Apr-23,235.0,2000728309,3647336216,105330548,276664,66.78,0,0,0
04:47:46 2008-Apr-23,236.0,2023830155,3699611420,108061709,155110,67.92,0.97,7.77,1.55
04:47:47 2008-Apr-23,236.0,2036889234,3711008572,107517106,229538,72.51,0,0,0
04:47:48 2008-Apr-23,236,2065854835,3752216687,106662347,430815,78.29,0,0,0
04:47:49 2008-Apr-23,236.0,2104610464,3816460334,109848281,403288,79.25,11.76,156.86,10.2
04:47:50 2008-Apr-23,237.0,2003718437,3655853861,105728693,248294,68.60,0,0,0
04:47:51 2008-Apr-23,237.0,2005675281,3665115165,106505414,163792,70.11,0.99,7.92,2.38
04:47:52 2008-Apr-23,237.0,2072412344,3767559795,107188450,354169,66.25,0,0,0
04:47:53 2008-Apr-23,237.0,2024730576,3693122872,106165662,303094,73.07,0,0,0
04:47:54 2008-Apr-23,237.0,2085721389,3796630247,108103978,405208,69.75,11.76,141.18,9.8
04:47:55 2008-Apr-23,236.0,1994925459,3643328728,106249084,173005,69.13,0,0,0
04:47:56 2008-Apr-23,237.0,2038374927,3723922650,108668951,155912,74.36,0.96,7.69,1.92
04:47:57 2008-Apr-23,236.0,2111558053,3836763743,109462750,372278,75.22,0,0,0
04:47:58 2008-Apr-23,236.0,2064685399,3755868364,106294625,447531,74.12,0,0,0
04:47:59 2008-Apr-23,236.0,2010609253,3666659529,106036314,266092,69.74,12,160,9.2
04:48:00 2008-Apr-23,237.0,2004991545,3660906736,106762705,163153,69.33,0,0,0
04:48:01 2008-Apr-23,235.0,2052351804,3740253304,107380551,296002,73.17,0.98,7.84,1.57
04:48:02 2008-Apr-23,237.0,2046887026,3720215678,106602773,293896,70.16,0,0,0
04:48:03 2008-Apr-23,237.0,2072648702,3771452259,107907613,390802,69.57,0,0,0
04:48:04 2008-Apr-23,236.0,2016011511,3679191611,106255156,244387,70.69,19.61,266.67,10.2
04:48:05 2008-Apr-23,236.0,2016365940,3683431684,107257220,173608,70.64,0,0,0
04:48:06 2008-Apr-23,237.0,2034609984,3702966528,105421038,340423,73.26,5.94,47.52,3.17
04:48:07 2008-Apr-23,236.0,2072437210,3774528498,107373993,380070,71.33,0,0,0
04:48:08 2008-Apr-23,237.0,2034747496,3713251497,106378465,315777,69.60,0,0,0
04:48:09 2008-Apr-23,236.0,1980638648,3616887356,105610047,170521,66.32,15.84,190.1,11.88
04:48:10 2008-Apr-23,237.0,2037340396,3721131045,108921401,170633,71.08,0,0,0
04:48:11 2008-Apr-23,237.0,2062724092,3752624878,107217256,344808,69.47,6.8,54.37,6.21
04:48:12 2008-Apr-23,237.0,2109436303,3839981560,108501515,447962,71.69,0,0,0
04:48:13 2008-Apr-23,237.0,2035278040,3715959967,107191656,265818,67.24,0,0,0
04:48:14 2008-Apr-23,238.0,2013233429,3676910322,106994600,162273,70.22,13.73,156.86,8.24
04:48:15 2008-Apr-23,235.0,2072643260,3774873899,107601898,343577,71.66,0,0,0
04:48:16 2008-Apr-23,237.0,1970865452,3598580934,104683126,229202,72.72,21,168,16.4
04:48:17 2008-Apr-23,237.0,2078400648,3775113012,108324601,421070,68.82,0,0,0
04:48:18 2008-Apr-23,237.0,2022679635,3693494098,107277659,241341,63.97,0,0,0
04:48:19 2008-Apr-23,236.0,1998301495,3653330285,107285325,160718,67.35,12,144,10.8
04:48:20 2008-Apr-23,237.0,2116796499,3851480453,109487314,355242,71.04,0,0,0
04:48:21 2008-Apr-23,237.0,2088533566,3802761307,108530102,369411,74.40,4.9,39.22,5.49
04:48:22 2008-Apr-23,236.0,2049395734,3736564553,107267836,338503,66.04,0,0,0
04:48:23 2008-Apr-23,236.0,1984960439,3627394893,105877909,161542,66.40,0,0,0
04:48:24 2008-Apr-23,235.0,2031773049,3709349310,107572536,219548,71.82,12.75,156.86,9.41
04:48:25 2008-Apr-23,236.0,2048542149,3723515678,106347657,323941,70.89,0,0,0
04:48:26 2008-Apr-23,236.0,2074414396,3781160801,107509744,397111,73.28,1,8,1.6
04:48:27 2008-Apr-23,238.0,2028867599,3703190265,107108639,266582,68.12,0,0,0
04:48:28 2008-Apr-23,235.0,2023333534,3700716738,107640390,154366,70.56,0,0,0
04:48:29 2008-Apr-23,237.0,2078605760,3778562745,107879775,354965,75.01,16.67,235.29,10.2
04:48:30 2008-Apr-23,236.0,2032903255,3705073715,106536615,313526,71.58,0,0,0
04:48:31 2008-Apr-23,237.0,2047021503,3733812894,106265267,367761,70.14,0.97,7.77,2.33
04:48:32 2008-Apr-23,236.0,2030031665,3704268803,108025907,200550,69.23,0,0,0
04:48:33 2008-Apr-23,235.0,1988799792,3629729456,106414010,181117,69.90,0,0,0
04:48:34 2008-Apr-23,234.0,2080306190,3788456213,108513879,342085,68.21,12.87,190.1,9.9
04:48:35 2008-Apr-23,236.0,2074463005,3778764705,109514091,326209,70.85,0,0,0
04:48:36 2008-Apr-23,236.0,2045860088,3727381469,106485426,373101,70.17,1,8,2
04:48:37 2008-Apr-23,236.0,1995914764,3645587689,106862649,170661,66.37,0,0,0
04:48:38 2008-Apr-23,236.0,2027944317,3705174763,107730080,220449,70.41,0,0,0
04:48:39 2008-Apr-23,236.0,2073952854,3775493743,108003126,364576,65.98,11.88,142.57,10.69
04:48:40 2008-Apr-23,237.0,2035075895,3714000017,107429596,298597,74.11,0,0,0
04:48:41 2008-Apr-23,236.0,2052573228,3740073988,108483538,331911,70.48,3.96,31.68,2.77
04:48:42 2008-Apr-23,238.0,1967373868,3596306170,105608025,155018,66.96,0,0,0
04:48:43 2008-Apr-23,236.0,2049172215,3732491139,106639835,351010,69.48,0,0,0
04:48:44 2008-Apr-23,237.0,2088768585,3809737986,109559166,312049,73.46,16.83,190.1,13.07
04:48:45 2008-Apr-23,236.0,2030428776,3694389770,105158710,367600,69.64,0,0,0
04:48:46 2008-Apr-23,237.0,2012054574,3675740212,107130527,183542,70.05,3.03,24.24,4.44
04:48:47 2008-Apr-23,237.0,2019954507,3685141792,106764957,225651,75.69,0,0,0
04:48:48 2008-Apr-23,236.0,2111920898,3841950232,109930034,411121,72.16,0,0,0
04:48:49 2008-Apr-23,235.0,1993742444,3633784720,105277360,269719,68.98,12.75,141.18,10.98
04:48:50 2008-Apr-23,237.0,2060953312,3755140650,106905031,394180,68.23,0,0,0
04:48:51 2008-Apr-23,236.0,2015923908,3681228513,107049530,169783,68.67,15.69,125.49,11.37
04:48:52 2008-Apr-23,235.0,2050344331,3741295016,107474362,283744,73.42,0,0,0
